NO,Temp,Time
725,17,50,11/02/2013 9:45:07
726,17,50,11/02/2013 9:45:09
727,17,50,11/02/2013 9:45:11
728,17,50,11/02/2013 9:45:13
729,17,50,11/02/2013 9:45:15
730,17,50,11/02/2013 9:45:17
731,17,50,11/02/2013 9:45:19
732,17,50,11/02/2013 9:45:21
733,17,50,11/02/2013 9:45:23
734,17,50,11/02/2013 9:45:25
735,17,50,11/02/2013 9:45:27
736,17,50,11/02/2013 9:45:29
737,17,50,11/02/2013 9:45:31
738,17,50,11/02/2013 9:45:33
739,17,50,11/02/2013 9:45:35
740,17,50,11/02/2013 9:45:37
741,17,50,11/02/2013 9:45:39
742,17,50,11/02/2013 9:45:41
743,17,50,11/02/2013 9:45:43
744,17,50,11/02/2013 9:45:45
745,17,50,11/02/2013 9:45:47
746,17,50,11/02/2013 9:45:49
747,17,50,11/02/2013 9:45:51
748,17,50,11/02/2013 9:45:54
749,17,50,11/02/2013 9:45:56
750,17,50,11/02/2013 9:45:58
751,17,50,11/02/2013 9:46:00
752,17,50,11/02/2013 9:46:02
753,17,50,11/02/2013 9:46:04
754,17,50,11/02/2013 9:46:06
755,17,63,11/02/2013 9:46:08
756,17,63,11/02/2013 9:46:10
757,17,63,11/02/2013 9:46:12
758,17,63,11/02/2013 9:46:14
759,17,63,11/02/2013 9:46:16
760,17,63,11/02/2013 9:46:18
761,17,63,11/02/2013 9:46:20
762,17,63,11/02/2013 9:46:22
763,17,63,11/02/2013 9:46:24
764,17,63,11/02/2013 9:46:26
765,17,63,11/02/2013 9:46:28
766,17,63,11/02/2013 9:46:30
767,17,63,11/02/2013 9:46:32
768,17,63,11/02/2013 9:46:34
769,17,63,11/02/2013 9:46:36
770,17,63,11/02/2013 9:46:38
771,17,63,11/02/2013 9:46:40
772,17,63,11/02/2013 9:46:42
773,17,63,11/02/2013 9:46:44
774,17,63,11/02/2013 9:46:46
775,17,63,11/02/2013 9:46:48
776,17,63,11/02/2013 9:46:50
777,17,63,11/02/2013 9:46:52
778,17,63,11/02/2013 9:46:54
779,17,63,11/02/2013 9:46:56
780,17,63,11/02/2013 9:46:58
781,17,63,11/02/2013 9:47:00
782,17,63,11/02/2013 9:47:02
783,17,63,11/02/2013 9:47:04
784,17,63,11/02/2013 9:47:06
785,17,63,11/02/2013 9:47:08
786,17,50,11/02/2013 9:47:10
787,17,63,11/02/2013 9:47:12
788,17,63,11/02/2013 9:47:14
789,17,63,11/02/2013 9:47:16
790,17,63,11/02/2013 9:47:18
791,17,63,11/02/2013 9:47:20
792,17,63,11/02/2013 9:47:22
793,17,63,11/02/2013 9:47:24
794,17,63,11/02/2013 9:47:26
795,17,63,11/02/2013 9:47:28
796,17,63,11/02/2013 9:47:30
797,17,63,11/02/2013 9:47:32
798,17,63,11/02/2013 9:47:34
799,17,63,11/02/2013 9:47:36
800,17,63,11/02/2013 9:47:38
801,17,63,11/02/2013 9:47:40
802,17,63,11/02/2013 9:47:42
803,17,63,11/02/2013 9:47:44
804,17,63,11/02/2013 9:47:46
805,17,63,11/02/2013 9:47:48
806,17,63,11/02/2013 9:47:50
807,17,63,11/02/2013 9:47:52
808,17,63,11/02/2013 9:47:54
809,17,63,11/02/2013 9:47:56
810,17,63,11/02/2013 9:47:58
811,17,63,11/02/2013 9:48:00
812,17,63,11/02/2013 9:48:02
813,17,63,11/02/2013 9:48:04
814,17,63,11/02/2013 9:48:06
815,17,63,11/02/2013 9:48:08
816,17,63,11/02/2013 9:48:10
817,17,63,11/02/2013 9:48:12
818,17,63,11/02/2013 9:48:14
819,17,63,11/02/2013 9:48:16
820,17,63,11/02/2013 9:48:18
821,17,63,11/02/2013 9:48:20
822,17,63,11/02/2013 9:48:22
823,17,63,11/02/2013 9:48:24
824,17,63,11/02/2013 9:48:26
825,17,63,11/02/2013 9:48:28
826,17,63,11/02/2013 9:48:30
827,17,63,11/02/2013 9:48:32
828,17,63,11/02/2013 9:48:34
829,17,63,11/02/2013 9:48:36
830,17,63,11/02/2013 9:48:39
831,17,63,11/02/2013 9:48:41
832,17,63,11/02/2013 9:48:43
833,17,63,11/02/2013 9:48:45
834,17,63,11/02/2013 9:48:47
835,17,63,11/02/2013 9:48:49
836,17,63,11/02/2013 9:48:51
837,17,63,11/02/2013 9:48:53
838,17,63,11/02/2013 9:48:55
839,17,63,11/02/2013 9:48:57
840,17,63,11/02/2013 9:48:59
841,17,63,11/02/2013 9:49:01
842,17,63,11/02/2013 9:49:03
843,17,63,11/02/2013 9:49:05
844,17,63,11/02/2013 9:49:07
845,17,63,11/02/2013 9:49:09
846,17,63,11/02/2013 9:49:11
847,17,63,11/02/2013 9:49:13
848,17,63,11/02/2013 9:49:15
849,17,63,11/02/2013 9:49:17
850,17,63,11/02/2013 9:49:19
851,17,63,11/02/2013 9:49:21
852,17,63,11/02/2013 9:49:23
853,17,63,11/02/2013 9:49:25
854,17,63,11/02/2013 9:49:27
855,17,63,11/02/2013 9:49:29
856,17,63,11/02/2013 9:49:31
857,17,63,11/02/2013 9:49:33
858,17,63,11/02/2013 9:49:35
859,17,63,11/02/2013 9:49:37
860,17,63,11/02/2013 9:49:39
861,17,63,11/02/2013 9:49:41
862,17,63,11/02/2013 9:49:43
863,17,63,11/02/2013 9:49:45
864,17,63,11/02/2013 9:49:47
865,17,63,11/02/2013 9:49:49
866,17,63,11/02/2013 9:49:51
867,17,63,11/02/2013 9:49:53
868,17,63,11/02/2013 9:49:55
869,17,63,11/02/2013 9:49:57
870,17,63,11/02/2013 9:49:59
871,17,63,11/02/2013 9:50:01
872,17,63,11/02/2013 9:50:03
873,17,63,11/02/2013 9:50:05
874,17,63,11/02/2013 9:50:07
875,17,63,11/02/2013 9:50:09
876,17,63,11/02/2013 9:50:11
877,17,63,11/02/2013 9:50:13
878,17,63,11/02/2013 9:50:15
879,17,63,11/02/2013 9:50:17
880,17,63,11/02/2013 9:50:19
881,17,63,11/02/2013 9:50:21
882,17,63,11/02/2013 9:50:23
883,17,63,11/02/2013 9:50:25
884,17,63,11/02/2013 9:50:27
885,17,63,11/02/2013 9:50:29
886,17,63,11/02/2013 9:50:31
887,17,63,11/02/2013 9:50:33
888,17,63,11/02/2013 9:50:35
889,17,63,11/02/2013 9:50:37
890,17,63,11/02/2013 9:50:39
891,17,63,11/02/2013 9:50:41
892,17,63,11/02/2013 9:50:43
893,17,63,11/02/2013 9:50:45
894,17,63,11/02/2013 9:50:47
895,17,63,11/02/2013 9:50:49
896,17,63,11/02/2013 9:50:51
897,17,63,11/02/2013 9:50:53
898,17,63,11/02/2013 9:50:55
899,17,63,11/02/2013 9:50:57
900,17,63,11/02/2013 9:50:59
901,17,63,11/02/2013 9:51:01
902,17,63,11/02/2013 9:51:03
903,17,63,11/02/2013 9:51:05
904,17,63,11/02/2013 9:51:07
905,17,63,11/02/2013 9:51:09
906,17,63,11/02/2013 9:51:11
907,17,63,11/02/2013 9:51:13
908,17,63,11/02/2013 9:51:15
909,17,63,11/02/2013 9:51:17
910,17,63,11/02/2013 9:51:19
911,17,63,11/02/2013 9:51:22
912,17,63,11/02/2013 9:51:24
913,17,63,11/02/2013 9:51:26
914,17,63,11/02/2013 9:51:28
915,17,63,11/02/2013 9:51:30
916,17,63,11/02/2013 9:51:32
917,17,63,11/02/2013 9:51:34
918,17,63,11/02/2013 9:51:36
919,17,63,11/02/2013 9:51:38
920,17,63,11/02/2013 9:51:40
921,17,63,11/02/2013 9:51:42
922,17,63,11/02/2013 9:51:44
923,17,63,11/02/2013 9:51:46
924,17,63,11/02/2013 9:51:48
925,17,63,11/02/2013 9:51:50
926,17,63,11/02/2013 9:51:52
927,17,63,11/02/2013 9:51:54
928,17,63,11/02/2013 9:51:56
929,17,63,11/02/2013 9:51:58
930,17,63,11/02/2013 9:52:00
931,17,63,11/02/2013 9:52:02
932,17,63,11/02/2013 9:52:04
933,17,63,11/02/2013 9:52:06
934,17,63,11/02/2013 9:52:08
935,17,63,11/02/2013 9:52:10
936,17,63,11/02/2013 9:52:12
937,17,63,11/02/2013 9:52:14
938,17,63,11/02/2013 9:52:16
939,17,63,11/02/2013 9:52:18
940,17,63,11/02/2013 9:52:20
941,17,63,11/02/2013 9:52:22
942,17,63,11/02/2013 9:52:24
943,17,63,11/02/2013 9:52:26
944,17,63,11/02/2013 9:52:28
945,17,63,11/02/2013 9:52:30
946,17,63,11/02/2013 9:52:32
947,17,63,11/02/2013 9:52:34
948,17,63,11/02/2013 9:52:36
949,17,63,11/02/2013 9:52:38
950,17,63,11/02/2013 9:52:40
951,17,63,11/02/2013 9:52:42
952,17,63,11/02/2013 9:52:44
953,17,63,11/02/2013 9:52:46
954,17,63,11/02/2013 9:52:48
955,17,63,11/02/2013 9:52:50
956,17,63,11/02/2013 9:52:52
957,17,63,11/02/2013 9:52:54
958,17,63,11/02/2013 9:52:56
959,17,63,11/02/2013 9:52:58
960,17,63,11/02/2013 9:53:00
961,17,63,11/02/2013 9:53:02
962,17,63,11/02/2013 9:53:04
963,17,63,11/02/2013 9:53:06
964,17,63,11/02/2013 9:53:08
965,17,63,11/02/2013 9:53:10
966,17,63,11/02/2013 9:53:12
967,17,63,11/02/2013 9:53:14
968,17,63,11/02/2013 9:53:16
969,17,63,11/02/2013 9:53:18
970,17,63,11/02/2013 9:53:20
971,17,63,11/02/2013 9:53:22
972,17,63,11/02/2013 9:53:24
973,17,63,11/02/2013 9:53:26
974,17,63,11/02/2013 9:53:28
975,17,63,11/02/2013 9:53:30
976,17,63,11/02/2013 9:53:32
977,17,63,11/02/2013 9:53:34
978,17,63,11/02/2013 9:53:36
979,17,63,11/02/2013 9:53:38
980,17,63,11/02/2013 9:53:40
981,17,63,11/02/2013 9:53:42
982,17,63,11/02/2013 9:53:44
983,17,63,11/02/2013 9:53:46
984,17,63,11/02/2013 9:53:48
985,17,63,11/02/2013 9:53:50
986,17,63,11/02/2013 9:53:52
987,17,63,11/02/2013 9:53:54
988,17,50,11/02/2013 9:53:56
989,17,63,11/02/2013 9:53:58
990,17,50,11/02/2013 9:54:00
991,17,50,11/02/2013 9:54:02
992,17,50,11/02/2013 9:54:04
993,17,50,11/02/2013 9:54:07
994,17,50,11/02/2013 9:54:09
995,17,50,11/02/2013 9:54:11
996,17,50,11/02/2013 9:54:13
997,17,50,11/02/2013 9:54:15
998,17,50,11/02/2013 9:54:17
999,17,50,11/02/2013 9:54:19
1000,17,50,11/02/2013 9:54:21
1001,17,50,11/02/2013 9:54:23
1002,17,50,11/02/2013 9:54:25
1003,17,50,11/02/2013 9:54:27
1004,17,50,11/02/2013 9:54:29
1005,17,50,11/02/2013 9:54:31
1006,17,50,11/02/2013 9:54:33
1007,17,50,11/02/2013 9:54:35
1008,17,50,11/02/2013 9:54:37
1009,17,50,11/02/2013 9:54:39
1010,17,50,11/02/2013 9:54:41
1011,17,50,11/02/2013 9:54:43
1012,17,50,11/02/2013 9:54:45
1013,17,50,11/02/2013 9:54:47
1014,17,50,11/02/2013 9:54:49
1015,17,50,11/02/2013 9:54:51
1016,17,50,11/02/2013 9:54:53
1017,17,50,11/02/2013 9:54:55
1018,17,50,11/02/2013 9:54:57
1019,17,50,11/02/2013 9:54:59
1020,17,50,11/02/2013 9:55:01
1021,17,50,11/02/2013 9:55:03
1022,17,50,11/02/2013 9:55:05
1023,17,50,11/02/2013 9:55:07
1024,17,50,11/02/2013 9:55:09
1025,17,50,11/02/2013 9:55:11
1026,17,50,11/02/2013 9:55:13
1027,17,50,11/02/2013 9:55:15
1028,17,50,11/02/2013 9:55:17
1029,17,50,11/02/2013 9:55:19
1030,17,50,11/02/2013 9:55:21
1031,17,50,11/02/2013 9:55:23
1032,17,50,11/02/2013 9:55:25
1033,17,50,11/02/2013 9:55:27
1034,17,50,11/02/2013 9:55:29
1035,17,50,11/02/2013 9:55:31
1036,17,50,11/02/2013 9:55:33
1037,17,50,11/02/2013 9:55:35
1038,17,50,11/02/2013 9:55:37
1039,17,50,11/02/2013 9:55:39
1040,17,50,11/02/2013 9:55:41
1041,17,50,11/02/2013 9:55:43
1042,17,50,11/02/2013 9:55:45
1043,17,50,11/02/2013 9:55:47
1044,17,50,11/02/2013 9:55:49
1045,17,50,11/02/2013 9:55:51
1046,17,50,11/02/2013 9:55:53
1047,17,50,11/02/2013 9:55:55
1048,17,50,11/02/2013 9:55:57
1049,17,50,11/02/2013 9:55:59
1050,17,50,11/02/2013 9:56:01
1051,17,50,11/02/2013 9:56:03
1052,17,50,11/02/2013 9:56:05
1053,17,50,11/02/2013 9:56:07
1054,17,50,11/02/2013 9:56:09
1055,17,50,11/02/2013 9:56:11
1056,17,50,11/02/2013 9:56:13
1057,17,50,11/02/2013 9:56:15
1058,17,50,11/02/2013 9:56:17
1059,17,50,11/02/2013 9:56:19
1060,17,50,11/02/2013 9:56:21
1061,17,50,11/02/2013 9:56:23
1062,17,50,11/02/2013 9:56:25
1063,17,50,11/02/2013 9:56:27
1064,17,50,11/02/2013 9:56:29
1065,17,50,11/02/2013 9:56:31
1066,17,50,11/02/2013 9:56:33
1067,17,50,11/02/2013 9:56:35
1068,17,50,11/02/2013 9:56:37
1069,17,50,11/02/2013 9:56:39
1070,17,50,11/02/2013 9:56:41
1071,17,50,11/02/2013 9:56:43
1072,17,50,11/02/2013 9:56:45
1073,17,50,11/02/2013 9:56:47
1074,17,50,11/02/2013 9:56:50
1075,17,50,11/02/2013 9:56:52
1076,17,50,11/02/2013 9:56:54
1077,17,50,11/02/2013 9:56:56
1078,17,50,11/02/2013 9:56:58
1079,17,50,11/02/2013 9:57:00
1080,17,50,11/02/2013 9:57:02
1081,17,50,11/02/2013 9:57:04
1082,17,50,11/02/2013 9:57:06
1083,17,50,11/02/2013 9:57:08
1084,17,50,11/02/2013 9:57:10
1085,17,50,11/02/2013 9:57:12
1086,17,50,11/02/2013 9:57:14
1087,17,50,11/02/2013 9:57:16
1088,17,50,11/02/2013 9:57:18
1089,17,50,11/02/2013 9:57:20
1090,17,50,11/02/2013 9:57:22
1091,17,50,11/02/2013 9:57:24
1092,17,50,11/02/2013 9:57:26
1093,17,50,11/02/2013 9:57:28
1094,17,50,11/02/2013 9:57:30
1095,17,50,11/02/2013 9:57:32
1096,17,50,11/02/2013 9:57:34
1097,17,50,11/02/2013 9:57:36
1098,17,50,11/02/2013 9:57:38
1099,17,50,11/02/2013 9:57:40
1100,17,50,11/02/2013 9:57:42
1101,17,50,11/02/2013 9:57:44
1102,17,50,11/02/2013 9:57:46
1103,17,50,11/02/2013 9:57:48
1104,17,50,11/02/2013 9:57:50
1105,17,50,11/02/2013 9:57:52
1106,17,50,11/02/2013 9:57:54
1107,17,50,11/02/2013 9:57:56
1108,17,50,11/02/2013 9:57:58
1109,17,50,11/02/2013 9:58:00
1110,17,50,11/02/2013 9:58:02
1111,17,50,11/02/2013 9:58:04
1112,17,50,11/02/2013 9:58:06
1113,17,50,11/02/2013 9:58:08
1114,17,50,11/02/2013 9:58:10
1115,17,50,11/02/2013 9:58:12
1116,17,50,11/02/2013 9:58:14
1117,17,50,11/02/2013 9:58:16
1118,17,50,11/02/2013 9:58:18
1119,17,50,11/02/2013 9:58:20
1120,17,50,11/02/2013 9:58:22
1121,17,50,11/02/2013 9:58:24
1122,17,50,11/02/2013 9:58:26
1123,17,50,11/02/2013 9:58:28
1124,17,50,11/02/2013 9:58:30
1125,17,50,11/02/2013 9:58:32
1126,17,50,11/02/2013 9:58:34
1127,17,50,11/02/2013 9:58:36
1128,17,50,11/02/2013 9:58:38
1129,17,50,11/02/2013 9:58:40
1130,17,50,11/02/2013 9:58:42
1131,17,50,11/02/2013 9:58:44
1132,17,50,11/02/2013 9:58:46
1133,17,50,11/02/2013 9:58:48
1134,17,38,11/02/2013 9:58:50
1135,17,50,11/02/2013 9:58:52
1136,17,50,11/02/2013 9:58:54
1137,17,50,11/02/2013 9:58:56
1138,17,50,11/02/2013 9:58:58
1139,17,50,11/02/2013 9:59:00
1140,17,50,11/02/2013 9:59:02
1141,17,50,11/02/2013 9:59:04
1142,17,50,11/02/2013 9:59:06
1143,17,50,11/02/2013 9:59:08
1144,17,50,11/02/2013 9:59:10
1145,17,50,11/02/2013 9:59:12
1146,17,50,11/02/2013 9:59:14
1147,17,50,11/02/2013 9:59:16
1148,17,50,11/02/2013 9:59:18
1149,17,50,11/02/2013 9:59:20
1150,17,50,11/02/2013 9:59:22
1151,17,50,11/02/2013 9:59:24
1152,17,50,11/02/2013 9:59:26
1153,17,50,11/02/2013 9:59:28
1154,17,50,11/02/2013 9:59:30
1155,17,50,11/02/2013 9:59:33
1156,17,50,11/02/2013 9:59:35
1157,17,50,11/02/2013 9:59:37
1158,17,50,11/02/2013 9:59:39
1159,17,50,11/02/2013 9:59:41
1160,17,50,11/02/2013 9:59:43
1161,17,50,11/02/2013 9:59:45
1162,17,50,11/02/2013 9:59:47
1163,17,50,11/02/2013 9:59:49
1164,17,50,11/02/2013 9:59:51
1165,17,50,11/02/2013 9:59:53
1166,17,50,11/02/2013 9:59:55
1167,17,50,11/02/2013 9:59:57
1168,17,50,11/02/2013 9:59:59
1169,17,50,11/02/2013 10:00:01
1170,17,50,11/02/2013 10:00:03
1171,17,50,11/02/2013 10:00:05
1172,17,50,11/02/2013 10:00:07
1173,17,50,11/02/2013 10:00:09
1174,17,50,11/02/2013 10:00:11
1175,17,50,11/02/2013 10:00:13
1176,17,50,11/02/2013 10:00:15
1177,17,50,11/02/2013 10:00:17
1178,17,50,11/02/2013 10:00:19
1179,17,50,11/02/2013 10:00:21
1180,17,50,11/02/2013 10:00:23
1181,17,50,11/02/2013 10:00:25
1182,17,50,11/02/2013 10:00:27
1183,17,50,11/02/2013 10:00:29
1184,17,50,11/02/2013 10:00:31
1185,17,50,11/02/2013 10:00:33
1186,17,50,11/02/2013 10:00:35
1187,17,50,11/02/2013 10:00:37
1188,17,50,11/02/2013 10:00:39
1189,17,50,11/02/2013 10:00:41
1190,17,50,11/02/2013 10:00:43
1191,17,50,11/02/2013 10:00:45
1192,17,50,11/02/2013 10:00:47
1193,17,50,11/02/2013 10:00:49
1194,17,50,11/02/2013 10:00:51
1195,17,50,11/02/2013 10:00:53
1196,17,50,11/02/2013 10:00:55
1197,17,50,11/02/2013 10:00:57
1198,17,50,11/02/2013 10:00:59
1199,17,50,11/02/2013 10:01:01
1200,17,50,11/02/2013 10:01:03
1201,17,50,11/02/2013 10:01:05
1202,17,50,11/02/2013 10:01:07
1203,17,50,11/02/2013 10:01:09
1204,17,50,11/02/2013 10:01:11
1205,17,50,11/02/2013 10:01:13
1206,17,50,11/02/2013 10:01:15
1207,17,50,11/02/2013 10:01:17
1208,17,50,11/02/2013 10:01:19
1209,17,38,11/02/2013 10:01:21
1210,17,50,11/02/2013 10:01:23
1211,17,50,11/02/2013 10:01:25
1212,17,50,11/02/2013 10:01:27
1213,17,50,11/02/2013 10:01:29
1214,17,50,11/02/2013 10:01:31
1215,17,50,11/02/2013 10:01:33
1216,17,50,11/02/2013 10:01:35
1217,17,50,11/02/2013 10:01:37
1218,17,50,11/02/2013 10:01:39
1219,17,50,11/02/2013 10:01:41
1220,17,50,11/02/2013 10:01:43
1221,17,50,11/02/2013 10:01:45
1222,17,50,11/02/2013 10:01:47
1223,17,38,11/02/2013 10:01:49
1224,17,38,11/02/2013 10:01:51
1225,17,38,11/02/2013 10:01:53
1226,17,38,11/02/2013 10:01:55
1227,17,38,11/02/2013 10:01:57
1228,17,38,11/02/2013 10:01:59
1229,17,38,11/02/2013 10:02:01
1230,17,38,11/02/2013 10:02:03
1231,17,38,11/02/2013 10:02:05
1232,17,38,11/02/2013 10:02:07
1233,17,38,11/02/2013 10:02:09
1234,17,38,11/02/2013 10:02:11
1235,17,38,11/02/2013 10:02:13
1236,17,38,11/02/2013 10:02:15
1237,17,38,11/02/2013 10:02:18
1238,17,38,11/02/2013 10:02:20
1239,17,38,11/02/2013 10:02:22
1240,17,38,11/02/2013 10:02:24
1241,17,38,11/02/2013 10:02:26
1242,17,38,11/02/2013 10:02:28
1243,17,38,11/02/2013 10:02:30
1244,17,38,11/02/2013 10:02:32
1245,17,38,11/02/2013 10:02:34
1246,17,38,11/02/2013 10:02:36
1247,17,38,11/02/2013 10:02:38
1248,17,38,11/02/2013 10:02:40
1249,17,38,11/02/2013 10:02:42
1250,17,38,11/02/2013 10:02:44
1251,17,38,11/02/2013 10:02:46
1252,17,38,11/02/2013 10:02:48
1253,17,38,11/02/2013 10:02:50
1254,17,38,11/02/2013 10:02:52
1255,17,38,11/02/2013 10:02:54
1256,17,38,11/02/2013 10:02:56
1257,17,38,11/02/2013 10:02:58
1258,17,38,11/02/2013 10:03:00
1259,17,38,11/02/2013 10:03:02
1260,17,38,11/02/2013 10:03:04
1261,17,38,11/02/2013 10:03:06
1262,17,38,11/02/2013 10:03:08
1263,17,38,11/02/2013 10:03:10
1264,17,38,11/02/2013 10:03:12
1265,17,38,11/02/2013 10:03:14
1266,17,38,11/02/2013 10:03:16
1267,17,38,11/02/2013 10:03:18
1268,17,38,11/02/2013 10:03:20
1269,17,38,11/02/2013 10:03:22
1270,17,38,11/02/2013 10:03:24
1271,17,38,11/02/2013 10:03:26
1272,17,38,11/02/2013 10:03:28
1273,17,38,11/02/2013 10:03:30
1274,17,38,11/02/2013 10:03:32
1275,17,38,11/02/2013 10:03:34
1276,17,38,11/02/2013 10:03:36
1277,17,38,11/02/2013 10:03:38
1278,17,38,11/02/2013 10:03:40
1279,17,38,11/02/2013 10:03:42
1280,17,38,11/02/2013 10:03:44
1281,17,38,11/02/2013 10:03:46
1282,17,38,11/02/2013 10:03:48
1283,17,38,11/02/2013 10:03:50
1284,17,38,11/02/2013 10:03:52
1285,17,38,11/02/2013 10:03:54
1286,17,38,11/02/2013 10:03:56
1287,17,38,11/02/2013 10:03:58
1288,17,38,11/02/2013 10:04:00
1289,17,38,11/02/2013 10:04:02
1290,17,38,11/02/2013 10:04:04
1291,17,38,11/02/2013 10:04:06
1292,17,38,11/02/2013 10:04:08
1293,17,38,11/02/2013 10:04:10
1294,17,38,11/02/2013 10:04:12
1295,17,38,11/02/2013 10:04:14
1296,17,38,11/02/2013 10:04:16
1297,17,38,11/02/2013 10:04:18
1298,17,38,11/02/2013 10:04:20
1299,17,38,11/02/2013 10:04:22
1300,17,25,11/02/2013 10:04:24
1301,17,25,11/02/2013 10:04:26
1302,17,25,11/02/2013 10:04:28
1303,17,25,11/02/2013 10:04:30
1304,17,38,11/02/2013 10:04:32
1305,17,25,11/02/2013 10:04:34
1306,17,25,11/02/2013 10:04:36
1307,17,25,11/02/2013 10:04:38
1308,17,38,11/02/2013 10:04:40
1309,17,25,11/02/2013 10:04:42
1310,17,38,11/02/2013 10:04:44
1311,17,25,11/02/2013 10:04:46
1312,17,38,11/02/2013 10:04:48
1313,17,38,11/02/2013 10:04:50
1314,17,25,11/02/2013 10:04:52
1315,17,25,11/02/2013 10:04:54
1316,17,38,11/02/2013 10:04:56
1317,17,38,11/02/2013 10:04:58
1318,17,25,11/02/2013 10:05:01
1319,17,38,11/02/2013 10:05:03
1320,17,38,11/02/2013 10:05:05
1321,17,38,11/02/2013 10:05:07
1322,17,38,11/02/2013 10:05:09
1323,17,38,11/02/2013 10:05:11
1324,17,38,11/02/2013 10:05:13
1325,17,38,11/02/2013 10:05:15
1326,17,38,11/02/2013 10:05:17
1327,17,38,11/02/2013 10:05:19
1328,17,38,11/02/2013 10:05:21
1329,17,38,11/02/2013 10:05:23
1330,17,38,11/02/2013 10:05:25
1331,17,38,11/02/2013 10:05:27
1332,17,38,11/02/2013 10:05:29
1333,17,38,11/02/2013 10:05:31
1334,17,38,11/02/2013 10:05:33
1335,17,38,11/02/2013 10:05:35
1336,17,38,11/02/2013 10:05:37
1337,17,38,11/02/2013 10:05:39
1338,17,38,11/02/2013 10:05:41
1339,17,38,11/02/2013 10:05:43
1340,17,38,11/02/2013 10:05:45
1341,17,38,11/02/2013 10:05:47
1342,17,38,11/02/2013 10:05:49
1343,17,38,11/02/2013 10:05:51
1344,17,38,11/02/2013 10:05:53
1345,17,38,11/02/2013 10:05:55
1346,17,38,11/02/2013 10:05:57
1347,17,38,11/02/2013 10:05:59
1348,17,38,11/02/2013 10:06:01
1349,17,38,11/02/2013 10:06:03
1350,17,38,11/02/2013 10:06:05
1351,17,38,11/02/2013 10:06:07
1352,17,38,11/02/2013 10:06:09
1353,17,38,11/02/2013 10:06:11
1354,17,38,11/02/2013 10:06:13
1355,17,38,11/02/2013 10:06:15
1356,17,38,11/02/2013 10:06:17
1357,17,38,11/02/2013 10:06:19
1358,17,38,11/02/2013 10:06:21
1359,17,38,11/02/2013 10:06:23
1360,17,38,11/02/2013 10:06:25
1361,17,38,11/02/2013 10:06:27
1362,17,38,11/02/2013 10:06:29
1363,17,38,11/02/2013 10:06:31
1364,17,38,11/02/2013 10:06:33
1365,17,38,11/02/2013 10:06:35
1366,17,38,11/02/2013 10:06:37
1367,17,38,11/02/2013 10:06:39
1368,17,38,11/02/2013 10:06:41
1369,17,38,11/02/2013 10:06:43
1370,17,38,11/02/2013 10:06:45
1371,17,38,11/02/2013 10:06:47
1372,17,38,11/02/2013 10:06:49
1373,17,38,11/02/2013 10:06:51
1374,17,38,11/02/2013 10:06:53
1375,17,38,11/02/2013 10:06:55
1376,17,38,11/02/2013 10:06:57
1377,17,38,11/02/2013 10:06:59
1378,17,38,11/02/2013 10:07:01
1379,17,38,11/02/2013 10:07:03
1380,17,38,11/02/2013 10:07:05
1381,17,38,11/02/2013 10:07:07
1382,17,38,11/02/2013 10:07:09
1383,17,38,11/02/2013 10:07:11
1384,17,38,11/02/2013 10:07:13
1385,17,38,11/02/2013 10:07:15
1386,17,38,11/02/2013 10:07:17
1387,17,38,11/02/2013 10:07:19
1388,17,38,11/02/2013 10:07:21
1389,17,38,11/02/2013 10:07:23
1390,17,38,11/02/2013 10:07:25
1391,17,38,11/02/2013 10:07:27
1392,17,38,11/02/2013 10:07:29
1393,17,38,11/02/2013 10:07:31
1394,17,38,11/02/2013 10:07:33
1395,17,38,11/02/2013 10:07:35
1396,17,38,11/02/2013 10:07:37
1397,17,38,11/02/2013 10:07:39
1398,17,38,11/02/2013 10:07:41
1399,17,38,11/02/2013 10:07:44
1400,17,38,11/02/2013 10:07:46
1401,17,38,11/02/2013 10:07:48
1402,17,38,11/02/2013 10:07:50
1403,17,38,11/02/2013 10:07:52
1404,17,38,11/02/2013 10:07:54
1405,17,38,11/02/2013 10:07:56
1406,17,38,11/02/2013 10:07:58
1407,17,38,11/02/2013 10:08:00
1408,17,38,11/02/2013 10:08:02
1409,17,38,11/02/2013 10:08:04
1410,17,38,11/02/2013 10:08:06
1411,17,38,11/02/2013 10:08:08
1412,17,38,11/02/2013 10:08:10
1413,17,38,11/02/2013 10:08:12
1414,17,38,11/02/2013 10:08:14
1415,17,38,11/02/2013 10:08:16
1416,17,38,11/02/2013 10:08:18
1417,17,38,11/02/2013 10:08:20
1418,17,38,11/02/2013 10:08:22
1419,17,38,11/02/2013 10:08:24
1420,17,38,11/02/2013 10:08:26
1421,17,38,11/02/2013 10:08:28
1422,17,38,11/02/2013 10:08:30
1423,17,38,11/02/2013 10:08:32
1424,17,38,11/02/2013 10:08:34
1425,17,38,11/02/2013 10:08:36
1426,17,38,11/02/2013 10:08:38
1427,17,38,11/02/2013 10:08:40
1428,17,38,11/02/2013 10:08:42
1429,17,50,11/02/2013 10:08:44
1430,17,38,11/02/2013 10:08:46
1431,17,50,11/02/2013 10:08:48
1432,17,50,11/02/2013 10:08:50
1433,17,50,11/02/2013 10:08:52
1434,17,50,11/02/2013 10:08:54
1435,17,50,11/02/2013 10:08:56
1436,17,50,11/02/2013 10:08:58
1437,17,50,11/02/2013 10:09:00
